AP1,AP2,AP3,AP4,eduroam,Location
-76,-79,-91,-67,-70,KD-03
-74,-79,-90,-66,-70,KD-03
-74,-79,-90,-64,-66,KD-03
-73,-79,-88,-70,-68,KD-03
-75,-81,-90,-70,-67,KD-03
-75,-81,-90,-65,-71,KD-03
-76,-82,-92,-67,-70,KD-03
-75,-82,-92,-67,-68,KD-03
-74,-82,-92,-65,-69,KD-03
-75,-82,-92,-67,-69,KD-03
-73,-82,-92,-67,-69,KD-03
-72,-82,-88,-67,-69,KD-03
-72,-82,-88,-66,-69,KD-03
-73,-81,-88,-67,-68,KD-03
-75,-81,-88,-67,-72,KD-03
-73,-81,-89,-67,-72,KD-03
-72,-81,-89,-65,-69,KD-03
-72,-80,-89,-66,-69,KD-03
-74,-80,-88,-66,-72,KD-03
-72,-80,-88,-67,-69,KD-03
-73,-82,-90,-68,-69,KD-03
-73,-80,-90,-67,-70,KD-03
-75,-80,-90,-66,-70,KD-03
-71,-80,-86,-66,-68,KD-03
-74,-80,-90,-66,-70,KD-03
-74,-80,-90,-68,-70,KD-03
-72,-80,-90,-67,-70,KD-03
-73,-80,-90,-67,-69,KD-03
-76,-80,-88,-68,-70,KD-03
-75,-80,-88,-66,-70,KD-03
-73,-80,-88,-67,-69,KD-03
-75,-80,-90,-66,-69,KD-03
-74,-80,-93,-67,-70,KD-03
-73,-80,-93,-68,-70,KD-03
-74,-81,-93,-68,-70,KD-03
-74,-81,-93,-69,-70,KD-03
-73,-81,-89,-69,-69,KD-03
-73,-81,-89,-66,-68,KD-03
-72,-81,-89,-65,-68,KD-03
-75,-81,-87,-66,-70,KD-03
-73,-81,-87,-66,-70,KD-03
-75,-81,-85,-67,-69,KD-03
-73,-81,-88,-66,-69,KD-03
-73,-81,-88,-67,-67,KD-03
-73,-82,-88,-66,-71,KD-03
-74,-82,-94,-66,-70,KD-03
-73,-79,-90,-66,-68,KD-03
-71,-79,-90,-66,-69,KD-03
-72,-79,-89,-66,-71,KD-03
-73,-79,-89,-67,-68,KD-03
-72,-79,-91,-66,-69,KD-03
-73,-79,-91,-68,-69,KD-03
-73,-79,-91,-66,-69,KD-03
-74,-79,-91,-67,-69,KD-03
-75,-79,-91,-68,-68,KD-03
-74,-82,-91,-67,-71,KD-03
-74,-82,-91,-68,-69,KD-03
-75,-82,-91,-67,-71,KD-03
-73,-82,-91,-67,-69,KD-03
-73,-82,-91,-67,-70,KD-03
-73,-82,-91,-68,-70,KD-03
-72,-82,-91,-67,-69,KD-03
-76,-81,-91,-65,-70,KD-03
-75,-81,-91,-68,-71,KD-03
-74,-81,-91,-69,-69,KD-03
-76,-81,-91,-67,-71,KD-03
-71,-78,-91,-66,-67,KD-03
-74,-81,-91,-66,-70,KD-03
-73,-81,-91,-69,-73,KD-03
-74,-81,-91,-67,-69,KD-03
-72,-81,-91,-68,-68,KD-03
-71,-81,-91,-66,-66,KD-03
-74,-81,-91,-67,-70,KD-03
-73,-81,-91,-66,-68,KD-03
-76,-81,-91,-68,-69,KD-03
-76,-81,-91,-65,-71,KD-03
-76,-80,-91,-66,-69,KD-03
-74,-80,-91,-66,-68,KD-03
-72,-80,-91,-65,-68,KD-03
-71,-80,-91,-69,-68,KD-03
-76,-80,-91,-68,-70,KD-03
-73,-80,-91,-66,-70,KD-03
-74,-80,-91,-67,-72,KD-03
-73,-80,-91,-67,-69,KD-03
-74,-80,-91,-66,-72,KD-03
-73,-78,-91,-66,-68,KD-03
-71,-78,-91,-66,-69,KD-03
-72,-78,-91,-65,-68,KD-03
-76,-78,-91,-67,-69,KD-03
-75,-78,-91,-68,-71,KD-03
-72,-78,-91,-66,-67,KD-03
-71,-78,-91,-67,-68,KD-03
-71,-78,-91,-67,-70,KD-03
-73,-78,-91,-67,-70,KD-03
-74,-78,-91,-67,-69,KD-03
-71,-81,-91,-68,-68,KD-03
-70,-81,-91,-67,-79,KD-03
-71,-81,-91,-64,-81,KD-03
-72,-81,-91,-67,-72,KD-03
-72,-81,-88,-63,-72,KD-03
-68,0,-88,-68,-60,KD-04
-72,0,-90,-66,-63,KD-04
-69,0,-90,-66,-59,KD-04
-68,0,-86,-68,-61,KD-04
-69,0,-88,-68,-60,KD-04
-68,0,-88,-66,-61,KD-04
-69,0,-89,-67,-60,KD-04
-69,0,-89,-67,-60,KD-04
-69,-80,-93,-67,-60,KD-04
-70,-80,-89,-69,-61,KD-04
-72,-80,-86,-68,-64,KD-04
-67,-80,-86,-68,-59,KD-04
-69,-80,-91,-69,-62,KD-04
-67,-80,-87,-67,-59,KD-04
-70,-81,-89,-65,-62,KD-04
-67,-81,-86,-73,-60,KD-04
-69,-81,-86,-67,-60,KD-04
-69,-81,-86,-66,-59,KD-04
-68,-81,-89,-69,-60,KD-04
-73,-84,-87,-70,-65,KD-04
-68,-82,-87,-67,-60,KD-04
-70,-82,-91,-67,-60,KD-04
-68,-82,-91,-67,-59,KD-04
-68,-82,-91,-66,-60,KD-04
-69,-82,-89,-69,-60,KD-04
-69,-82,-87,-69,-60,KD-04
-69,-82,-89,-67,-60,KD-04
-68,-83,-89,-67,-60,KD-04
-70,-83,-86,-69,-62,KD-04
-67,-83,-91,-70,-60,KD-04
-68,-83,-89,-67,-60,KD-04
-69,-83,-89,-67,-59,KD-04
-73,-83,-89,-66,-61,KD-04
-69,-83,-88,-66,-59,KD-04
-71,-83,-86,-67,-60,KD-04
-68,-83,-86,-68,-60,KD-04
-69,-81,-88,-66,-60,KD-04
-68,-81,-88,-69,-61,KD-04
-68,-81,-89,-69,-62,KD-04
-68,-81,-88,-67,-60,KD-04
-71,-81,-92,-69,-62,KD-04
-70,-84,-92,-66,-62,KD-04
-67,-84,-92,-67,-59,KD-04
-67,-84,-92,-66,-59,KD-04
-68,-84,-86,-66,-59,KD-04
-70,-83,-86,-67,-63,KD-04
-68,-83,-87,-70,-60,KD-04
-69,-83,-91,-66,-61,KD-04
-68,-83,-86,-68,-60,KD-04
-69,-83,-86,-68,-60,KD-04
-69,-83,-90,-68,-60,KD-04
-69,-83,-90,-67,-61,KD-04
-70,-83,-88,-70,-62,KD-04
-70,-83,-92,-69,-61,KD-04
-69,-83,-92,-68,-63,KD-04
-69,-83,-92,-69,-62,KD-04
-70,-83,-89,-69,-60,KD-04
-69,-83,-91,-68,-61,KD-04
-70,-83,-89,-68,-61,KD-04
-69,-83,-88,-66,-61,KD-04
-69,-83,-90,-67,-60,KD-04
-69,-83,-88,-68,-61,KD-04
-69,-86,-94,-70,-60,KD-04
-70,-81,-88,-67,-61,KD-04
-68,-81,-88,-68,-60,KD-04
-69,-81,-87,-73,-63,KD-04
-69,-81,-88,-70,-61,KD-04
-70,-81,-87,-67,-61,KD-04
-71,-81,-92,-70,-61,KD-04
-71,-81,-92,-67,-60,KD-04
-68,-83,-89,-67,-60,KD-04
-68,-83,-90,-68,-60,KD-04
-70,-83,-88,-68,-60,KD-04
-69,-83,-88,-68,-61,KD-04
-70,-83,-90,-68,-62,KD-04
-69,-83,-90,-69,-61,KD-04
-68,-83,-87,-65,-60,KD-04
-69,-83,-93,-67,-60,KD-04
-69,-83,-88,-68,-60,KD-04
-70,-83,-88,-67,-60,KD-04
-70,-83,-87,-67,-60,KD-04
-71,-83,-87,-68,-63,KD-04
-71,-83,-87,-68,-61,KD-04
-68,-83,-87,-67,-61,KD-04
-69,-83,-87,-70,-62,KD-04
-68,-83,-88,-66,-59,KD-04
-69,-83,-88,-67,-62,KD-04
-68,-83,-88,-68,-60,KD-04
-67,-83,-88,-67,-59,KD-04
-68,-83,-87,-67,-59,KD-04
-69,-83,-88,-72,-60,KD-04
-71,-83,-88,-65,-63,KD-04
-69,-86,-93,-70,-62,KD-04
-69,-86,-93,-68,-61,KD-04
-67,-86,-92,-66,-59,KD-04
-71,-83,-92,-68,-61,KD-04
-69,-83,-89,-68,-62,KD-04
-69,-83,-97,-66,-57,KD-04
-72,-83,-97,-68,-62,KD-04
-69,-83,-97,-67,-61,KD-04
-70,-80,-97,-67,-61,KD-04
-69,-80,-97,-68,-61,KD-04
-70,-80,-97,-67,-61,KD-04
-67,-85,-92,-63,-60,KD-04
-67,-85,-94,-70,-61,KD-04
-69,-85,-94,-66,-63,KD-04
-68,-85,-89,-66,-61,KD-04
-68,-85,-94,-66,-61,KD-04
-68,-85,-93,-69,-61,KD-04
-68,-85,-93,-64,-62,KD-04
-69,-86,-88,-66,-62,KD-04
-70,-86,-89,-69,-63,KD-04
-69,-86,-89,-70,-62,KD-04
-72,-86,-89,-76,-61,KD-04
-71,-86,-88,-69,-63,KD-04
-70,-86,-88,-74,-62,KD-04
-70,-86,-88,-68,-68,KD-04
-68,-86,-88,-73,-64,KD-04
-72,-86,-90,-66,-65,KD-04
-82,-88,-82,-73,-73,GA-01
-78,-88,-83,-74,-73,GA-01
-84,-88,-84,-73,-75,GA-01
-70,-88,-84,-72,-72,GA-01
-78,-88,-84,-72,-76,GA-01
-80,-88,-82,-74,-75,GA-01
-78,-88,-83,-72,-75,GA-01
-78,-88,-84,-72,-75,GA-01
-80,-86,-84,-77,-72,GA-01
-83,-86,-84,-71,-76,GA-01
-80,-86,-80,-72,-72,GA-01
-79,-86,-82,-73,-75,GA-01
-78,-86,-82,-73,-75,GA-01
-78,-86,-82,-72,-72,GA-01
-80,-84,-82,-74,-75,GA-01
-78,-84,-82,-73,-73,GA-01
-78,-84,-82,-76,-70,GA-01
-77,-84,-82,-72,-72,GA-01
-79,-84,-82,-71,-72,GA-01
-79,-84,-82,-71,-72,GA-01
-81,-84,-82,-71,-72,GA-01
-78,-84,-82,-71,-74,GA-01
-79,-84,-82,-72,-72,GA-01
-81,-84,-82,-73,-72,GA-01
-82,-84,-79,-74,-72,GA-01
-79,-84,-86,-72,-74,GA-01
-78,-84,-81,-73,-73,GA-01
-78,-84,-81,-73,-73,GA-01
-80,-84,-81,-72,-73,GA-01
-80,-84,-83,-74,-74,GA-01
-80,-84,-83,-73,-73,GA-01
-79,-88,-83,-73,-72,GA-01
-80,-88,-83,-73,-72,GA-01
-79,-88,-83,-72,-72,GA-01
-79,-88,-83,-75,-74,GA-01
-80,-88,-83,-78,-75,GA-01
-79,-88,-83,-73,-75,GA-01
-84,-88,-83,-73,-74,GA-01
-79,-88,-83,-74,-74,GA-01
-79,-88,-83,-73,-74,GA-01
-81,-88,-84,-72,-73,GA-01
-79,-85,-85,-71,-72,GA-01
-83,-85,-85,-73,-74,GA-01
-79,-85,-85,-74,-73,GA-01
-78,-85,-85,-76,-73,GA-01
-80,-85,-86,-74,-72,GA-01
-79,-87,-80,-74,-72,GA-01
-79,-87,-82,-73,-72,GA-01
-80,-87,-82,-73,-73,GA-01
-77,-87,-82,-77,-75,GA-01
-77,-87,-82,-78,-74,GA-01
-76,-87,-87,-76,-74,GA-01
-85,-87,-82,-77,-75,GA-01
-82,-87,-82,-75,-75,GA-01
-85,-87,-82,-74,-72,GA-01
-84,-87,-82,-74,-70,GA-01
-84,-87,-82,-74,-73,GA-01
-83,-87,-83,-74,-73,GA-01
-80,-87,-89,-75,-71,GA-01
-82,-87,-85,-74,-76,GA-01
-82,-87,-86,-74,-76,GA-01
-82,-87,-86,-75,-72,GA-01
-85,-87,-86,-74,-72,GA-01
-82,-87,-86,-73,-71,GA-01
-83,-87,-84,-73,-72,GA-01
-81,-87,-84,-73,-71,GA-01
-82,-87,-80,-73,-72,GA-01
-80,-87,-80,-74,-73,GA-01
-82,-87,-80,-74,-71,GA-01
-82,-87,-84,-77,-73,GA-01
-82,-87,-81,-73,-73,GA-01
-82,-87,-87,-74,-77,GA-01
-83,-87,-79,-73,-72,GA-01
-80,-87,-87,-73,-73,GA-01
-80,-87,-87,-76,-73,GA-01
-82,-90,-86,-71,-73,GA-01
-80,-90,-83,-73,-72,GA-01
-82,-90,-83,-73,-72,GA-01
-84,-90,-79,-75,-72,GA-01
-81,-90,-83,-74,-72,GA-01
-81,-90,-86,-73,-75,GA-01
-80,-90,-80,-71,-72,GA-01
-82,-90,-81,-74,-71,GA-01
-83,-90,-84,-73,-77,GA-01
-80,-90,-83,-72,-71,GA-01
-80,-90,-89,-75,-74,GA-01
-78,-90,-83,-75,-72,GA-01
-81,-90,-81,-73,-71,GA-01
-80,-90,-81,-74,-72,GA-01
-83,-90,-81,-73,-74,GA-01
-81,-90,-81,-72,-71,GA-01
-80,-90,-81,-72,-72,GA-01
-81,-90,-82,-73,-76,GA-01
-82,-90,-83,-74,-71,GA-01
-79,-90,-83,-81,-72,GA-01
-82,-90,-83,-78,-78,GA-01
-79,-90,-86,-73,-71,GA-01
-81,-90,-86,-77,-75,GA-01
-82,-90,-86,-74,-76,GA-01
-80,-81,0,-73,0,GA-02
-81,-81,0,-72,-71,GA-02
-85,-81,0,-78,-73,GA-02
-85,-80,0,-78,-73,GA-02
-87,-82,0,-74,-73,GA-02
-79,-82,0,-73,-73,GA-02
-83,-82,0,-71,-72,GA-02
-80,-82,0,-71,-72,GA-02
-79,-82,0,-73,-72,GA-02
-81,-82,0,-75,-73,GA-02
-79,-82,0,-73,-72,GA-02
-79,-78,0,-73,-71,GA-02
-80,-78,0,-77,-74,GA-02
-80,-78,0,-74,-73,GA-02
-81,-78,0,-74,-75,GA-02
-81,-78,0,-74,-72,GA-02
-81,-78,0,-74,-73,GA-02
-81,-78,0,-74,-75,GA-02
-80,-78,0,-74,-72,GA-02
-82,-78,0,-72,-71,GA-02
-80,-78,0,-75,-71,GA-02
-82,-78,0,-69,-71,GA-02
-81,-78,0,-72,-73,GA-02
-80,-78,0,-72,-74,GA-02
-80,-78,0,-73,-72,GA-02
-77,-84,0,-74,-71,GA-02
-82,-84,0,-73,-73,GA-02
-81,-84,0,-73,-72,GA-02
-80,-84,0,-71,-72,GA-02
-78,-84,0,-73,-72,GA-02
-80,-82,0,-73,-74,GA-02
-80,-82,0,-73,-73,GA-02
-80,-82,0,-72,-73,GA-02
-81,-82,0,-73,-72,GA-02
-81,-82,0,-74,-72,GA-02
-81,-82,0,-71,-72,GA-02
-81,-82,0,-73,-75,GA-02
-79,-82,0,-74,-75,GA-02
-80,-81,0,-73,-72,GA-02
-82,-81,0,-76,-77,GA-02
-84,-81,0,-73,-77,GA-02
-82,-80,0,-76,-74,GA-02
-81,-80,0,-74,-72,GA-02
-83,-80,0,-74,-75,GA-02
-79,-80,0,-74,-74,GA-02
-79,-80,0,-73,-75,GA-02
-79,-80,0,-75,-72,GA-02
-79,-80,0,-74,-75,GA-02
-79,-82,0,-75,-73,GA-02
-80,-82,0,-74,-73,GA-02
-80,-82,0,-73,-72,GA-02
-78,-82,0,-74,-74,GA-02
-81,-82,0,-76,-73,GA-02
-82,-82,0,-74,-73,GA-02
-79,-82,0,-74,-74,GA-02
-79,-82,0,-74,-74,GA-02
-80,-79,0,-76,-71,GA-02
-79,-79,0,-74,-74,GA-02
-79,-79,0,-77,-72,GA-02
-81,-79,0,-76,-75,GA-02
-77,-79,0,-75,-75,GA-02
-81,-79,0,-75,-76,GA-02
-82,-79,0,-76,-76,GA-02
-80,-79,0,-78,-75,GA-02
-79,-79,0,-76,-73,GA-02
-82,-79,0,-79,-73,GA-02
-78,-79,0,-75,-73,GA-02
-79,-79,0,-72,-74,GA-02
-79,-79,0,-73,-74,GA-02
-79,-79,0,-73,-72,GA-02
-78,-80,0,-76,-74,GA-02
-80,-80,0,-74,-74,GA-02
-83,-80,0,-76,-76,GA-02
-79,-80,0,-72,-71,GA-02
-83,-80,0,-75,-76,GA-02
-81,-80,0,-76,-74,GA-02
-80,-80,0,-74,-75,GA-02
-82,-83,0,-73,-75,GA-02
-79,-83,0,-74,-75,GA-02
-82,-83,0,-74,-72,GA-02
-82,-83,0,-75,-75,GA-02
-80,-83,0,-74,-75,GA-02
-81,-83,0,-75,-73,GA-02
-83,-83,0,-75,-75,GA-02
-80,-83,0,-75,-72,GA-02
-80,-83,0,-74,-75,GA-02
-80,-83,0,-74,-75,GA-02
-79,-83,0,-73,-73,GA-02
-78,-83,0,-74,-72,GA-02
-81,-83,0,-74,-74,GA-02
-81,-83,0,-73,-74,GA-02
-80,-83,0,-73,-73,GA-02
-81,-83,0,-76,-72,GA-02
-78,-83,0,-71,-72,GA-02
-80,-83,0,-74,-71,GA-02
-78,-82,0,-72,-73,GA-02
-80,-82,0,-74,-73,GA-02
-79,-82,0,-72,-73,GA-02
-78,-82,0,-75,-75,GA-02
-80,-84,0,-75,-74,GA-02
-80,-84,0,-74,-72,GA-02
-81,-84,0,-72,-72,GA-02
-82,-84,0,-76,-75,GA-02
-80,-84,0,-74,-72,GA-02
-80,-84,0,-74,-74,GA-02
-79,-84,0,-74,-72,GA-02
-81,-84,0,-74,-72,GA-02
-79,-84,0,-76,-75,GA-02
-79,-82,0,-74,-74,GA-02
-80,-82,0,-73,-76,GA-02
-79,-82,0,-73,-74,GA-02
-82,-81,0,-73,-71,GA-02
-78,-81,0,-74,-71,GA-02
-81,-81,0,-72,-74,GA-02
-80,-81,0,-74,-74,GA-02
-79,-81,0,-73,-72,GA-02
-80,-81,0,-70,-72,GA-02
-78,-81,0,-73,-74,GA-02
-81,-81,0,-74,-72,GA-02
-80,-81,0,-72,-72,GA-02
-81,-81,0,-74,-73,GA-02
-78,-81,0,-83,-71,GA-02
-81,0,-70,-90,-67,BA-01
-80,0,-72,-91,-67,BA-01
-73,-69,-66,-88,-71,BA-01
-69,-69,-64,-85,-58,BA-01
-75,-69,-67,-80,-63,BA-01
-80,-69,-66,-82,-66,BA-01
-78,-68,-66,-80,-64,BA-01
-72,-68,-64,-80,-63,BA-01
-76,-67,-64,-83,-63,BA-01
-70,-67,-61,-83,-64,BA-01
-70,-67,-61,-81,-64,BA-01
-71,-67,-66,-84,-64,BA-01
-76,-67,-66,-87,-62,BA-01
-75,-67,-63,-87,-63,BA-01
-77,-68,-68,-89,-62,BA-01
-75,-68,-68,-89,-63,BA-01
-77,-68,-63,-89,-61,BA-01
-76,-76,-63,-83,-66,BA-01
-74,-76,-66,-84,-66,BA-01
-73,-76,-63,-82,-63,BA-01
-75,-70,-65,-83,-65,BA-01
-74,-70,-65,-83,-65,BA-01
-74,-69,-65,-88,-66,BA-01
-74,-69,-60,-88,-66,BA-01
-77,-69,-65,-86,-66,BA-01
-72,-69,-66,-87,-64,BA-01
-71,-69,-67,-83,-64,BA-01
-74,-69,-64,-85,-64,BA-01
-74,-69,-64,-85,-64,BA-01
-74,-71,-65,-86,-64,BA-01
-74,-70,-63,-84,-66,BA-01
-73,-70,-63,-83,-63,BA-01
-74,-70,-63,-83,-62,BA-01
-72,-70,-63,-85,-63,BA-01
-76,-70,-65,-83,-67,BA-01
-75,-70,-62,-84,-66,BA-01
-74,-70,-63,-85,-63,BA-01
-72,-70,-63,-83,-62,BA-01
-75,-70,-64,-85,-62,BA-01
-72,-70,-62,-83,-64,BA-01
-75,-66,-63,-86,-64,BA-01
-74,-69,-63,-86,-64,BA-01
-76,-69,-65,-85,-63,BA-01
-74,-69,-65,-84,-63,BA-01
-74,-69,-64,-84,-65,BA-01
-74,-69,-65,-84,-65,BA-01
-69,-69,-65,-82,-64,BA-01
-74,-69,-65,-87,-64,BA-01
-76,-69,-62,-87,-63,BA-01
-73,-69,-65,-86,-63,BA-01
-74,-69,-63,-91,-65,BA-01
-74,-69,-64,-85,-65,BA-01
-78,-69,-67,-88,-66,BA-01
-77,-69,-67,-87,-61,BA-01
-74,-69,-61,-84,-63,BA-01
-71,-69,-65,-85,-63,BA-01
-73,-67,-65,-83,-64,BA-01
-75,-68,-63,-83,-64,BA-01
-75,-68,-63,-87,-66,BA-01
-73,-68,-64,-87,-64,BA-01
-72,-66,-62,-88,-61,BA-01
-75,-70,-62,-87,-65,BA-01
-73,-70,-62,-84,-65,BA-01
-71,-66,-62,-82,-62,BA-01
-75,-70,-72,-84,-65,BA-01
-72,-70,-64,-83,-63,BA-01
-73,-70,-64,-85,-66,BA-01
-76,-70,-70,-89,-63,BA-01
-73,-67,-70,-89,-66,BA-01
-74,-67,-72,-84,-63,BA-01
-76,-67,-68,-83,-66,BA-01
-71,-67,-68,-82,-63,BA-01
-75,-67,-69,-86,-65,BA-01
-73,-67,-67,-85,-66,BA-01
-74,-67,-68,-87,-65,BA-01
-74,-67,-67,-83,-64,BA-01
-73,-69,-67,-83,-64,BA-01
-75,-69,-67,-84,-65,BA-01
-74,-69,-69,-85,-65,BA-01
-74,-71,-70,-84,-65,BA-01
-72,-71,-67,-85,-65,BA-01
-73,-71,-67,-81,-64,BA-01
-74,-71,-64,-81,-64,BA-01
-72,-71,-64,-83,-64,BA-01
-71,-71,-69,-86,-62,BA-01
-74,-67,-69,-82,-62,BA-01
-72,-67,-69,-81,-63,BA-01
-74,-67,-70,-87,-63,BA-01
-74,-67,-70,-90,-64,BA-01
-77,-67,-70,-90,-65,BA-01
-78,-66,-64,-84,-69,BA-01
-77,-66,-64,-88,-69,BA-01
-77,-71,-77,-88,-64,BA-01
-73,-70,-72,-88,-64,BA-01
-80,-70,-65,-91,-64,BA-01
-70,-70,-69,-85,-62,BA-01
-73,-70,-69,-87,-65,BA-01
-77,-66,-69,-88,-62,BA-01
-76,-66,-69,-88,-64,BA-01
-74,-66,-76,-89,-63,BA-01
-75,-71,-77,-90,-65,BA-01
-80,-71,-64,-87,-66,BA-02
-80,-71,-64,-79,-60,BA-02
-80,-71,-77,-86,-62,BA-02
-72,-71,-77,-86,-62,BA-02
-71,-71,-76,-86,-62,BA-02
-72,-71,-77,-86,-57,BA-02
-73,-71,-75,-84,-59,BA-02
-71,-71,-76,-84,-61,BA-02
-72,-71,-79,-84,-58,BA-02
-72,-71,-81,-84,-63,BA-02
-73,-76,-81,-88,-63,BA-02
-73,-76,-76,-87,-61,BA-02
-69,-76,-76,-87,-61,BA-02
-69,-76,-78,-86,-61,BA-02
-72,-76,-78,-86,-60,BA-02
-70,-76,-79,-84,-60,BA-02
-80,-76,-79,-82,-62,BA-02
-74,-74,-78,-85,-60,BA-02
-71,-74,-78,-83,-59,BA-02
-70,-74,-73,-82,-60,BA-02
-70,-74,-73,-85,-60,BA-02
-72,-73,-73,-88,-60,BA-02
-71,-73,-77,-86,-62,BA-02
-72,-73,-76,-85,-61,BA-02
-71,-73,-76,-83,-62,BA-02
-70,-73,-76,-84,-62,BA-02
-70,-73,-79,-83,-63,BA-02
-77,-73,-74,-85,-63,BA-02
-76,-73,-73,-84,-59,BA-02
-75,-73,-73,-84,-60,BA-02
-74,-73,-75,-86,-59,BA-02
-76,-75,-75,-83,-59,BA-02
-78,-75,-83,-83,-57,BA-02
-83,-75,-83,-88,-59,BA-02
-83,-86,-78,-87,-61,BA-02
-82,-86,-78,-87,-62,BA-02
-82,-86,-78,-86,-62,BA-02
-75,-86,-78,-81,-63,BA-02
-76,-86,-74,-83,-57,BA-02
-76,-86,-74,-82,-60,BA-02
-71,-86,-74,-82,-60,BA-02
-79,-86,-75,-86,-58,BA-02
-71,-86,-77,-77,-61,BA-02
-80,-76,-77,-77,-65,BA-02
-74,-76,-77,-85,-60,BA-02
-81,-76,-77,-82,-56,BA-02
-73,-76,-80,-86,-67,BA-02
-84,-76,-76,-86,-58,BA-02
-83,-76,-77,-82,-58,BA-02
-80,-77,-79,-81,-59,BA-02
-75,-77,-79,-88,-60,BA-02
-78,-77,-80,-86,-58,BA-02
-83,-77,-80,-83,-62,BA-02
-75,-77,-80,-88,-60,BA-02
-74,-77,-82,-81,-57,BA-02
-77,-77,-78,-81,-58,BA-02
-70,-77,-82,-83,-61,BA-02
-73,-77,-82,-83,-56,BA-02
-80,-77,-76,-87,-59,BA-02
-78,-77,-75,-83,-58,BA-02
-78,-78,-75,-77,-62,BA-02
-79,-78,-77,-83,-57,BA-02
-72,-75,-77,-83,-59,BA-02
-78,-81,-75,-86,-59,BA-02
-70,-77,-76,-82,-58,BA-02
-75,-77,-76,-84,-57,BA-02
-78,-77,-76,-79,-58,BA-02
-74,-77,-76,-85,-59,BA-02
-75,-75,-79,-83,-62,BA-02
-76,-75,-79,-87,-58,BA-02
-76,-75,-73,-79,-72,BA-02
-69,-68,-77,-78,-66,BA-02
-73,-68,-77,-78,-69,BA-02
-72,-68,-77,-82,-60,BA-02
-80,-68,-79,-84,-65,BA-02
-75,-68,-77,-83,-62,BA-02
-78,-68,-77,-83,-59,BA-02
-80,-68,-79,-83,-65,BA-02
-78,-68,-77,-83,-65,BA-02
-74,-74,-77,-83,-65,BA-02
-76,-74,-79,-87,-64,BA-02
-70,-74,-75,-79,-61,BA-02
-69,-74,-75,-82,-64,BA-02
-69,-74,-74,-79,-64,BA-02
-82,-85,-79,-82,-63,BA-02
-82,-85,-79,-83,-57,BA-02
-82,-83,-77,-85,-57,BA-02
-80,-83,-76,-83,-59,BA-02
-73,-83,-84,-80,-62,BA-02
-78,-83,-79,-80,-61,BA-02
-75,-83,-80,-87,-61,BA-02
-82,-84,-80,-88,-61,BA-02
-74,-84,-80,-92,-59,BA-02
-75,-84,-82,-92,-62,BA-02
-80,-84,-79,-85,-59,BA-02
-78,-84,-84,-91,-60,BA-02
-79,-84,-77,-81,-59,BA-02
-74,-84,-77,-81,-61,BA-02
-73,-84,-78,-80,-63,BA-02
-74,-84,-78,-80,-62,BA-02
-70,-84,-80,-70,-63,BA-02
-74,-84,-80,-69,-64,BA-03
-77,-69,-80,-69,-66,BA-03
-74,-72,-80,-70,-66,BA-03
-77,-72,-88,-69,-65,BA-03
-74,-72,-87,-69,-65,BA-03
-73,-72,-87,-70,-65,BA-03
-75,-72,-87,-73,-65,BA-03
-69,-72,-81,-72,-65,BA-03
-71,-72,-82,-73,-67,BA-03
-72,-72,-82,-72,-68,BA-03
-74,-72,-79,-71,-66,BA-03
-70,-72,-79,-74,-68,BA-03
-70,-72,-79,-74,-67,BA-03
-72,-72,-80,-74,-67,BA-03
-70,-72,-80,-73,-67,BA-03
-72,-70,-80,-76,-66,BA-03
-73,-70,-84,-72,-68,BA-03
-70,-70,-78,-73,-67,BA-03
-72,-70,-83,-73,-66,BA-03
-71,-68,-85,-73,-65,BA-03
-66,-68,-81,-71,-67,BA-03
-71,-69,-76,-73,-71,BA-03
-69,-69,-76,-71,-71,BA-03
-71,-69,-76,-74,-70,BA-03
-70,-69,-81,-72,-70,BA-03
-73,-69,-81,-72,-66,BA-03
-75,-69,-82,-72,-66,BA-03
-69,-69,-82,-71,-67,BA-03
-70,-69,-82,-71,-66,BA-03
-71,-69,-81,-72,-65,BA-03
-71,-68,-78,-72,-67,BA-03
-70,-68,-78,-72,-67,BA-03
-71,-69,-78,-72,-67,BA-03
-70,-68,-78,-72,-67,BA-03
-69,-68,-78,-72,-65,BA-03
-71,-68,-78,-73,-64,BA-03
-69,-68,-80,-72,-66,BA-03
-72,-67,-77,-72,-70,BA-03
-69,-67,-82,-73,-67,BA-03
-71,-67,-82,-72,-70,BA-03
-69,-67,-78,-74,-67,BA-03
-72,-70,-83,-73,-69,BA-03
-72,-69,-82,-74,-71,BA-03
-73,-69,-83,-77,-67,BA-03
-73,-69,-81,-74,-66,BA-03
-71,-69,-81,-74,-67,BA-03
-71,-69,-81,-74,-67,BA-03
-69,-69,-80,-71,-65,BA-03
-70,-68,-77,-74,-67,BA-03
-72,-68,-79,-73,-67,BA-03
-70,-68,-78,-72,-66,BA-03
-73,-68,-78,-73,-65,BA-03
-71,-68,-78,-72,-67,BA-03
-66,-68,-78,-75,-63,BA-03
-72,-68,-78,-74,-67,BA-03
-70,-68,-78,-74,-67,BA-03
-72,-68,-80,-74,-67,BA-03
-69,-66,-80,-74,-66,BA-03
-70,-67,-80,-74,-67,BA-03
-71,-67,-79,-73,-64,BA-03
-69,-67,-79,-73,-65,BA-03
-70,-67,-79,-72,-67,BA-03
-70,-67,-78,-73,-67,BA-03
